OrderID,OrderDate,CustomerID,City,State,ProductID,ProductName,Category,UnitPrice,Quantity,LineSubtotal,DiscountRate,DiscountAmount,TaxAmount,ShippingMethod,ShippingCost,OrderTotal,PaymentMethod,ShippingDate,DeliveryDate,Returned,RefundAmount
ORD20250,01/09/2024 00:00,CUST1245,Kano,Kano State,P5001,Bestseller Novel,Books,12,1,12,0.05,0.6,0.86,Standard,15,27.26,Credit Card,01/09/2024 00:00,06/09/2024 00:00,Yes,27.26
ORD20251,01/03/2025 00:00,CUST1159,Sokoto,Sokoto State,P2002,Vacuum Cleaner,Home & Kitchen,200,4,800,0,0,60,Standard,15,875,Paypal,01/03/2025 00:00,05/03/2025 00:00,No,0
ORD20252,13/10/2025 00:00,CUST1287,Zaria,Kaduna State,P5001,Bestseller Novel,Books,12,2,24,0.05,1.2,1.71,Expedited,15,39.51,Bank Transfer,13/10/2025 00:00,18/10/2025 00:00,No,0
ORD20253,16/12/2025 00:00,CUST1283,Lagos,Lagos State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Expedited,5,26.5,Paypal,16/12/2025 00:00,20/12/2025 00:00,No,0
ORD20254,04/06/2024 00:00,CUST1253,Jos,Plateau State,P3001,Men Denim Jeans,Clothing,45,1,45,0.15,6.75,2.87,Expedited,10,51.12,Cash On Delivery,04/06/2024 00:00,07/06/2024 00:00,No,0
ORD20255,10/12/2024 00:00,CUST1089,Kaduna,Kaduna State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Standard,10,58.38,Cash On Delivery,10/12/2024 00:00,12/12/2024 00:00,No,0
ORD20256,28/01/2025 00:00,CUST1130,Jos,Plateau State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Expedited,5,53.38,Bank Transfer,28/01/2025 00:00,02/02/2025 00:00,No,0
ORD20257,15/09/2024 00:00,CUST1006,Lagos,Lagos State,P1003,Wireless Headphones,Electronics,90,4,360,0,0,27,Standard,10,397,Paypal,15/09/2024 00:00,17/09/2024 00:00,No,0
ORD20258,15/03/2025 00:00,CUST1036,Abuja,Fct,P5001,Bestseller Novel,Books,12,2,24,0,0,1.8,Two-Day,15,40.8,Paypal,15/03/2025 00:00,18/03/2025 00:00,No,0
ORD20259,16/04/2025 00:00,CUST1295,Lagos,Lagos State,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Expedited,10,22.9,Paypal,16/04/2025 00:00,20/04/2025 00:00,No,0
ORD20260,14/11/2025 00:00,CUST1042,Kaduna,Kaduna State,P1003,Wireless Headphones,Electronics,90,2,180,0.1,18,12.15,Standard,5,179.15,Credit Card,14/11/2025 00:00,18/11/2025 00:00,No,0
ORD20261,29/11/2025 00:00,CUST1207,Minna,Niger State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Standard,10,31.5,Paypal,29/11/2025 00:00,02/12/2025 00:00,No,0
ORD20262,25/01/2025 00:00,CUST1275,Kaduna,Kaduna State,P2001,Cookware Set,Home & Kitchen,130,1,130,0.05,6.5,9.26,Standard,10,142.76,Cash On Delivery,25/01/2025 00:00,26/01/2025 00:00,No,0
ORD20263,01/07/2024 00:00,CUST1103,Minna,Niger State,P3001,Men Denim Jeans,Clothing,45,2,90,0,0,6.75,Standard,15,111.75,Cash On Delivery,01/07/2024 00:00,02/07/2024 00:00,No,0
ORD20264,02/07/2025 00:00,CUST1073,Zaria,Kaduna State,P4001,Body Lotion,Health & Beauty,15,1,15,0.1,1.5,1.01,Expedited,15,29.51,Credit Card,02/07/2025 00:00,05/07/2025 00:00,No,0
ORD20265,23/12/2025 00:00,CUST1263,Jos,Plateau State,P2001,Cookware Set,Home & Kitchen,130,2,260,0.1,26,17.55,Expedited,15,266.55,Credit Card,23/12/2025 00:00,24/12/2025 00:00,No,0
ORD20266,16/01/2025 00:00,CUST1148,Kaduna,Kaduna State,P6001,Football,Sports,30,2,60,0,0,4.5,Expedited,15,79.5,Cash On Delivery,16/01/2025 00:00,19/01/2025 00:00,No,0
ORD20267,12/06/2024 00:00,CUST1029,Kano,Kano State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Standard,15,63.38,Credit Card,12/06/2024 00:00,14/06/2024 00:00,No,0
ORD20268,08/09/2024 00:00,CUST1057,Minna,Niger State,P6001,Football,Sports,30,2,60,0,0,4.5,Two-Day,5,69.5,Paypal,08/09/2024 00:00,11/09/2024 00:00,No,0
ORD20269,25/12/2025 00:00,CUST1258,Minna,Niger State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0.1,120,81,Standard,10,1171,Bank Transfer,25/12/2025 00:00,29/12/2025 00:00,No,0
ORD20270,17/09/2024 00:00,CUST1264,Lagos,Lagos State,P6001,Football,Sports,30,2,60,0.05,3,4.27,Two-Day,15,76.27,Credit Card,17/09/2024 00:00,21/09/2024 00:00,No,0
ORD20271,22/01/2025 00:00,CUST1061,Abuja,Fct,P6001,Football,Sports,30,2,60,0.15,9,3.82,Two-Day,15,69.82,Bank Transfer,22/01/2025 00:00,27/01/2025 00:00,No,0
ORD20272,08/02/2024 00:00,CUST1279,Abuja,Fct,P2002,Vacuum Cleaner,Home & Kitchen,200,2,400,0.1,40,27,Two-Day,5,392,Paypal,08/02/2024 00:00,10/02/2024 00:00,No,0
ORD20273,07/10/2024 00:00,CUST1283,Abuja,Fct,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Two-Day,5,26.5,Bank Transfer,07/10/2024 00:00,10/10/2024 00:00,No,0
ORD20274,10/04/2024 00:00,CUST1204,Jos,Plateau State,P4001,Body Lotion,Health & Beauty,15,1,15,0.05,0.75,1.07,Two-Day,15,30.32,Paypal,10/04/2024 00:00,11/04/2024 00:00,No,0
ORD20275,15/02/2024 00:00,CUST1095,Kano,Kano State,P4001,Body Lotion,Health & Beauty,15,1,15,0,0,1.12,Expedited,5,21.12,Paypal,15/02/2024 00:00,20/02/2024 00:00,No,0
ORD20276,06/04/2024 00:00,CUST1201,Zaria,Kaduna State,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Standard,15,154.75,Credit Card,06/04/2024 00:00,11/04/2024 00:00,No,0
ORD20277,26/06/2024 00:00,CUST1216,Sokoto,Sokoto State,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Two-Day,15,154.75,Paypal,26/06/2024 00:00,27/06/2024 00:00,No,0
ORD20278,04/01/2025 00:00,CUST1260,Minna,Niger State,P5001,Bestseller Novel,Books,12,1,12,0.15,1.8,0.76,Standard,15,25.96,Paypal,04/01/2025 00:00,06/01/2025 00:00,No,0
ORD20279,23/02/2024 00:00,CUST1184,Kaduna,Kaduna State,P3001,Men Denim Jeans,Clothing,45,1,45,0.15,6.75,2.87,Expedited,5,46.12,Credit Card,23/02/2024 00:00,25/02/2024 00:00,No,0
ORD20280,25/04/2025 00:00,CUST1090,Lagos,Lagos State,P2002,Vacuum Cleaner,Home & Kitchen,200,2,400,0,0,30,Standard,10,440,Credit Card,25/04/2025 00:00,28/04/2025 00:00,No,0
ORD20281,13/02/2025 00:00,CUST1289,Minna,Niger State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Two-Day,5,1295,Cash On Delivery,13/02/2025 00:00,17/02/2025 00:00,No,0
ORD20282,26/04/2025 00:00,CUST1201,Jos,Plateau State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Standard,15,63.38,Bank Transfer,26/04/2025 00:00,29/04/2025 00:00,No,0
ORD20283,25/08/2025 00:00,CUST1008,Minna,Niger State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0.1,20,13.5,Two-Day,5,198.5,Cash On Delivery,25/08/2025 00:00,26/08/2025 00:00,No,0
ORD20284,13/09/2025 00:00,CUST1076,Jos,Plateau State,P1002,Laptop Pro 15,Electronics,1200,2,2400,0.15,360,153,Expedited,5,2198,Bank Transfer,13/09/2025 00:00,17/09/2025 00:00,No,0
ORD20285,18/08/2025 00:00,CUST1200,Kano,Kano State,P6001,Football,Sports,30,1,30,0,0,2.25,Standard,15,47.25,Credit Card,18/08/2025 00:00,22/08/2025 00:00,No,0
ORD20286,06/12/2024 00:00,CUST1293,Kano,Kano State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0.15,180,76.5,Expedited,15,1111.5,Cash On Delivery,06/12/2024 00:00,08/12/2024 00:00,No,0
ORD20287,19/08/2025 00:00,CUST1282,Kano,Kano State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Standard,15,63.38,Bank Transfer,19/08/2025 00:00,24/08/2025 00:00,No,0
ORD20288,27/05/2025 00:00,CUST1042,Sokoto,Sokoto State,P3001,Men Denim Jeans,Clothing,45,2,90,0,0,6.75,Two-Day,5,101.75,Credit Card,27/05/2025 00:00,30/05/2025 00:00,No,0
ORD20289,07/08/2024 00:00,CUST1082,Zaria,Kaduna State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Standard,15,63.38,Paypal,07/08/2024 00:00,08/08/2024 00:00,No,0
ORD20290,04/06/2025 00:00,CUST1055,Minna,Niger State,P3001,Men Denim Jeans,Clothing,45,2,90,0,0,6.75,Expedited,15,111.75,Cash On Delivery,04/06/2025 00:00,06/06/2025 00:00,No,0
ORD20291,12/01/2025 00:00,CUST1174,Jos,Plateau State,P6001,Football,Sports,30,1,30,0.15,4.5,1.91,Standard,5,32.41,Credit Card,12/01/2025 00:00,13/01/2025 00:00,No,0
ORD20292,17/07/2025 00:00,CUST1126,Jos,Plateau State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Expedited,5,26.5,Credit Card,17/07/2025 00:00,20/07/2025 00:00,No,0
ORD20293,27/02/2025 00:00,CUST1038,Lagos,Lagos State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Standard,5,220,Paypal,27/02/2025 00:00,01/03/2025 00:00,No,0
ORD20294,03/08/2024 00:00,CUST1144,Jos,Plateau State,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Standard,10,149.75,Cash On Delivery,03/08/2024 00:00,07/08/2024 00:00,No,0
ORD20295,04/11/2024 00:00,CUST1245,Kano,Kano State,P5001,Bestseller Novel,Books,12,3,36,0.1,3.6,2.43,Standard,5,39.83,Credit Card,04/11/2024 00:00,05/11/2024 00:00,No,0
ORD20296,30/10/2024 00:00,CUST1281,Zaria,Kaduna State,P3001,Men Denim Jeans,Clothing,45,3,135,0,0,10.12,Two-Day,15,160.12,Paypal,30/10/2024 00:00,01/11/2024 00:00,No,0
ORD20297,08/02/2024 00:00,CUST1018,Sokoto,Sokoto State,P3001,Men Denim Jeans,Clothing,45,3,135,0,0,10.12,Standard,5,150.12,Cash On Delivery,08/02/2024 00:00,13/02/2024 00:00,No,0
ORD20298,11/02/2024 00:00,CUST1213,Lagos,Lagos State,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Two-Day,15,27.9,Bank Transfer,11/02/2024 00:00,14/02/2024 00:00,No,0
ORD20299,27/04/2024 00:00,CUST1094,Abuja,Fct,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Two-Day,15,154.75,Paypal,27/04/2024 00:00,30/04/2024 00:00,Yes,154.75
ORD20300,14/04/2025 00:00,CUST1259,Kaduna,Kaduna State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Standard,10,225,Credit Card,14/04/2025 00:00,16/04/2025 00:00,No,0
ORD20301,21/09/2025 00:00,CUST1184,Sokoto,Sokoto State,P3001,Men Denim Jeans,Clothing,45,1,45,0.05,2.25,3.21,Two-Day,10,55.96,Cash On Delivery,21/09/2025 00:00,22/09/2025 00:00,Yes,55.96
ORD20302,15/05/2025 00:00,CUST1112,Kano,Kano State,P1001,Smartphone X1,Electronics,300,1,300,0.15,45,19.12,Standard,10,284.12,Paypal,15/05/2025 00:00,17/05/2025 00:00,No,0
ORD20303,23/08/2024 00:00,CUST1129,Kano,Kano State,P1001,Smartphone X1,Electronics,300,1,300,0.05,15,21.38,Standard,5,311.38,Paypal,23/08/2024 00:00,28/08/2024 00:00,No,0
ORD20304,29/03/2025 00:00,CUST1017,Abuja,Fct,P2001,Cookware Set,Home & Kitchen,130,1,130,0.05,6.5,9.26,Expedited,10,142.76,Paypal,29/03/2025 00:00,03/04/2025 00:00,No,0
ORD20305,05/02/2025 00:00,CUST1251,Zaria,Kaduna State,P3001,Men Denim Jeans,Clothing,45,1,45,0.05,2.25,3.21,Two-Day,15,60.96,Credit Card,05/02/2025 00:00,06/02/2025 00:00,No,0
ORD20306,01/12/2025 00:00,CUST1099,Lagos,Lagos State,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Two-Day,15,154.75,Cash On Delivery,01/12/2025 00:00,06/12/2025 00:00,No,0
ORD20307,30/04/2025 00:00,CUST1297,Minna,Niger State,P6001,Football,Sports,30,1,30,0,0,2.25,Expedited,15,47.25,Credit Card,30/04/2025 00:00,01/05/2025 00:00,No,0
ORD20308,05/11/2025 00:00,CUST1249,Kano,Kano State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Two-Day,5,1295,Bank Transfer,05/11/2025 00:00,08/11/2025 00:00,No,0
ORD20309,16/03/2024 00:00,CUST1298,Zaria,Kaduna State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Two-Day,5,53.38,Bank Transfer,16/03/2024 00:00,20/03/2024 00:00,No,0
ORD20310,31/07/2025 00:00,CUST1099,Sokoto,Sokoto State,P6001,Football,Sports,30,2,60,0,0,4.5,Two-Day,15,79.5,Bank Transfer,31/07/2025 00:00,02/08/2025 00:00,No,0
ORD20311,27/04/2025 00:00,CUST1294,Sokoto,Sokoto State,P6001,Football,Sports,30,1,30,0,0,2.25,Standard,5,37.25,Cash On Delivery,27/04/2025 00:00,02/05/2025 00:00,No,0
ORD20312,09/02/2025 00:00,CUST1268,Jos,Plateau State,P6001,Football,Sports,30,1,30,0,0,2.25,Two-Day,15,47.25,Cash On Delivery,09/02/2025 00:00,11/02/2025 00:00,No,0
ORD20313,11/09/2025 00:00,CUST1130,Jos,Plateau State,P1001,Smartphone X1,Electronics,300,2,600,0,0,45,Standard,10,655,Bank Transfer,11/09/2025 00:00,14/09/2025 00:00,No,0
ORD20314,04/06/2025 00:00,CUST1234,Zaria,Kaduna State,P2001,Cookware Set,Home & Kitchen,130,2,260,0,0,19.5,Expedited,5,284.5,Paypal,04/06/2025 00:00,05/06/2025 00:00,No,0
ORD20315,28/01/2025 00:00,CUST1243,Zaria,Kaduna State,P1003,Wireless Headphones,Electronics,90,1,90,0.05,4.5,6.41,Expedited,5,96.91,Credit Card,28/01/2025 00:00,01/02/2025 00:00,No,0
ORD20316,18/09/2024 00:00,CUST1056,Zaria,Kaduna State,P1001,Smartphone X1,Electronics,300,2,600,0.15,90,38.25,Two-Day,15,563.25,Credit Card,18/09/2024 00:00,21/09/2024 00:00,Yes,563.25
ORD20317,28/11/2024 00:00,CUST1156,Minna,Niger State,P1001,Smartphone X1,Electronics,300,1,300,0,0,22.5,Expedited,15,337.5,Cash On Delivery,28/11/2024 00:00,29/11/2024 00:00,No,0
ORD20318,02/12/2024 00:00,CUST1025,Abuja,Fct,P1002,Laptop Pro 15,Electronics,1200,1,1200,0.1,120,81,Standard,10,1171,Credit Card,02/12/2024 00:00,07/12/2024 00:00,No,0
ORD20319,14/09/2025 00:00,CUST1065,Jos,Plateau State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Expedited,15,36.5,Paypal,14/09/2025 00:00,19/09/2025 00:00,No,0
ORD20320,10/08/2025 00:00,CUST1013,Lagos,Lagos State,P5001,Bestseller Novel,Books,12,2,24,0.05,1.2,1.71,Two-Day,5,29.51,Cash On Delivery,10/08/2025 00:00,11/08/2025 00:00,No,0
ORD20321,06/03/2025 00:00,CUST1154,Jos,Plateau State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Two-Day,5,26.5,Bank Transfer,06/03/2025 00:00,11/03/2025 00:00,No,0
ORD20322,25/08/2024 00:00,CUST1037,Abuja,Fct,P3002,Women T‑Shirt,Clothing,20,3,60,0.1,6,4.05,Two-Day,15,73.05,Credit Card,25/08/2024 00:00,30/08/2024 00:00,No,0
ORD20323,31/12/2025 00:00,CUST1123,Abuja,Fct,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Expedited,15,154.75,Bank Transfer,31/12/2025 00:00,01/01/2026 00:00,No,0
ORD20324,03/01/2025 00:00,CUST1107,Lagos,Lagos State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0.15,30,12.75,Standard,10,192.75,Cash On Delivery,03/01/2025 00:00,04/01/2025 00:00,No,0
ORD20325,22/11/2025 00:00,CUST1227,Sokoto,Sokoto State,P1003,Wireless Headphones,Electronics,90,1,90,0.1,9,6.08,Standard,10,97.08,Credit Card,22/11/2025 00:00,25/11/2025 00:00,No,0
ORD20326,16/12/2024 00:00,CUST1189,Minna,Niger State,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Two-Day,15,27.9,Bank Transfer,16/12/2024 00:00,18/12/2024 00:00,No,0
ORD20327,23/10/2025 00:00,CUST1162,Kaduna,Kaduna State,P6001,Football,Sports,30,1,30,0,0,2.25,Expedited,15,47.25,Cash On Delivery,23/10/2025 00:00,26/10/2025 00:00,No,0
ORD20328,29/03/2024 00:00,CUST1219,Kano,Kano State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Two-Day,5,220,Bank Transfer,29/03/2024 00:00,03/04/2024 00:00,No,0
ORD20329,20/10/2025 00:00,CUST1058,Abuja,Fct,P6001,Football,Sports,30,1,30,0,0,2.25,Two-Day,10,42.25,Cash On Delivery,20/10/2025 00:00,22/10/2025 00:00,No,0
ORD20330,25/02/2024 00:00,CUST1223,Zaria,Kaduna State,P2001,Cookware Set,Home & Kitchen,130,1,130,0.1,13,8.78,Standard,15,140.78,Paypal,25/02/2024 00:00,29/02/2024 00:00,No,0
ORD20331,10/03/2024 00:00,CUST1066,Jos,Plateau State,P1001,Smartphone X1,Electronics,300,1,300,0.1,30,20.25,Standard,5,295.25,Credit Card,10/03/2024 00:00,13/03/2024 00:00,No,0
ORD20332,08/03/2024 00:00,CUST1031,Minna,Niger State,P1001,Smartphone X1,Electronics,300,1,300,0,0,22.5,Standard,15,337.5,Credit Card,08/03/2024 00:00,13/03/2024 00:00,No,0
ORD20333,20/01/2024 00:00,CUST1017,Zaria,Kaduna State,P3001,Men Denim Jeans,Clothing,45,1,45,0.1,4.5,3.04,Two-Day,15,58.54,Credit Card,20/01/2024 00:00,24/01/2024 00:00,No,0
ORD20334,23/07/2024 00:00,CUST1286,Abuja,Fct,P4001,Body Lotion,Health & Beauty,15,3,45,0,0,3.38,Expedited,5,53.38,Cash On Delivery,23/07/2024 00:00,27/07/2024 00:00,No,0
ORD20335,06/07/2024 00:00,CUST1297,Jos,Plateau State,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Standard,10,149.75,Bank Transfer,06/07/2024 00:00,11/07/2024 00:00,No,0
ORD20336,18/12/2025 00:00,CUST1030,Abuja,Fct,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Expedited,10,22.9,Credit Card,18/12/2025 00:00,19/12/2025 00:00,No,0
ORD20337,02/05/2024 00:00,CUST1169,Zaria,Kaduna State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Standard,10,31.5,Paypal,02/05/2024 00:00,05/05/2024 00:00,No,0
ORD20338,11/08/2024 00:00,CUST1258,Kaduna,Kaduna State,P1003,Wireless Headphones,Electronics,90,1,90,0.1,9,6.08,Standard,10,97.08,Paypal,11/08/2024 00:00,16/08/2024 00:00,No,0
ORD20339,17/11/2024 00:00,CUST1155,Kaduna,Kaduna State,P1001,Smartphone X1,Electronics,300,1,300,0.1,30,20.25,Two-Day,5,295.25,Paypal,17/11/2024 00:00,22/11/2024 00:00,No,0
ORD20340,24/08/2024 00:00,CUST1032,Sokoto,Sokoto State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Standard,15,111.75,Cash On Delivery,24/08/2024 00:00,27/08/2024 00:00,No,0
ORD20341,01/04/2024 00:00,CUST1176,Kano,Kano State,P6001,Football,Sports,30,1,30,0,0,2.25,Expedited,15,47.25,Paypal,01/04/2024 00:00,06/04/2024 00:00,No,0
ORD20342,28/02/2024 00:00,CUST1116,Lagos,Lagos State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Standard,15,1305,Credit Card,28/02/2024 00:00,03/03/2024 00:00,No,0
ORD20343,19/10/2024 00:00,CUST1059,Kaduna,Kaduna State,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Two-Day,10,149.75,Cash On Delivery,19/10/2024 00:00,23/10/2024 00:00,No,0
ORD20344,03/02/2024 00:00,CUST1269,Minna,Niger State,P2001,Cookware Set,Home & Kitchen,130,2,260,0.05,13,18.52,Two-Day,5,270.52,Cash On Delivery,03/02/2024 00:00,05/02/2024 00:00,No,0
ORD20345,31/12/2024 00:00,CUST1099,Zaria,Kaduna State,P3001,Men Denim Jeans,Clothing,45,2,90,0,0,6.75,Expedited,15,111.75,Bank Transfer,31/12/2024 00:00,05/01/2025 00:00,No,0
ORD20346,07/09/2024 00:00,CUST1197,Kaduna,Kaduna State,P3002,Women T‑Shirt,Clothing,20,1,20,0.05,1,1.42,Expedited,10,30.42,Cash On Delivery,07/09/2024 00:00,08/09/2024 00:00,No,0
ORD20347,15/03/2024 00:00,CUST1091,Kaduna,Kaduna State,P2001,Cookware Set,Home & Kitchen,130,2,260,0,0,19.5,Expedited,15,294.5,Cash On Delivery,15/03/2024 00:00,17/03/2024 00:00,No,0
ORD20348,14/01/2025 00:00,CUST1272,Jos,Plateau State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Expedited,5,53.38,Bank Transfer,14/01/2025 00:00,15/01/2025 00:00,No,0
ORD20349,09/02/2025 00:00,CUST1186,Zaria,Kaduna State,P3001,Men Denim Jeans,Clothing,45,1,45,0.15,6.75,2.87,Expedited,10,51.12,Credit Card,09/02/2025 00:00,10/02/2025 00:00,No,0
ORD20350,21/06/2024 00:00,CUST1189,Lagos,Lagos State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Expedited,15,230,Paypal,21/06/2024 00:00,25/06/2024 00:00,No,0
ORD20351,13/04/2025 00:00,CUST1280,Lagos,Lagos State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Two-Day,10,106.75,Paypal,13/04/2025 00:00,16/04/2025 00:00,No,0
ORD20352,18/09/2025 00:00,CUST1069,Lagos,Lagos State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Expedited,10,1300,Paypal,18/09/2025 00:00,21/09/2025 00:00,No,0
ORD20353,10/10/2024 00:00,CUST1182,Zaria,Kaduna State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Expedited,15,111.75,Cash On Delivery,10/10/2024 00:00,11/10/2024 00:00,No,0
ORD20354,17/07/2025 00:00,CUST1039,Minna,Niger State,P1003,Wireless Headphones,Electronics,90,3,270,0.05,13.5,19.24,Expedited,5,280.74,Bank Transfer,17/07/2025 00:00,20/07/2025 00:00,No,0
ORD20355,11/03/2024 00:00,CUST1055,Lagos,Lagos State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Two-Day,5,53.38,Paypal,11/03/2024 00:00,15/03/2024 00:00,No,0
ORD20356,15/07/2024 00:00,CUST1245,Kano,Kano State,P1001,Smartphone X1,Electronics,300,2,600,0,0,45,Two-Day,5,650,Cash On Delivery,15/07/2024 00:00,17/07/2024 00:00,Yes,650
ORD20357,04/10/2025 00:00,CUST1187,Zaria,Kaduna State,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Two-Day,10,22.9,Cash On Delivery,04/10/2025 00:00,07/10/2025 00:00,No,0
ORD20358,19/01/2025 00:00,CUST1175,Kaduna,Kaduna State,P1003,Wireless Headphones,Electronics,90,2,180,0,0,13.5,Standard,10,203.5,Cash On Delivery,19/01/2025 00:00,23/01/2025 00:00,Yes,203.5
ORD20359,07/11/2024 00:00,CUST1107,Kano,Kano State,P2001,Cookware Set,Home & Kitchen,130,1,130,0.15,19.5,8.29,Expedited,10,128.79,Bank Transfer,07/11/2024 00:00,10/11/2024 00:00,No,0
ORD20360,25/08/2024 00:00,CUST1125,Zaria,Kaduna State,P1001,Smartphone X1,Electronics,300,1,300,0,0,22.5,Expedited,5,327.5,Credit Card,25/08/2024 00:00,29/08/2024 00:00,No,0
ORD20361,16/08/2024 00:00,CUST1100,Kaduna,Kaduna State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Expedited,5,101.75,Cash On Delivery,16/08/2024 00:00,19/08/2024 00:00,No,0
ORD20362,18/03/2024 00:00,CUST1072,Lagos,Lagos State,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Expedited,10,149.75,Bank Transfer,18/03/2024 00:00,23/03/2024 00:00,No,0
ORD20363,08/06/2025 00:00,CUST1224,Sokoto,Sokoto State,P1003,Wireless Headphones,Electronics,90,1,90,0.05,4.5,6.41,Expedited,10,101.91,Paypal,08/06/2025 00:00,09/06/2025 00:00,No,0
ORD20364,29/07/2024 00:00,CUST1221,Kaduna,Kaduna State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Standard,5,220,Paypal,29/07/2024 00:00,31/07/2024 00:00,Yes,220
ORD20365,16/06/2024 00:00,CUST1068,Abuja,Fct,P1001,Smartphone X1,Electronics,300,1,300,0,0,22.5,Expedited,15,337.5,Cash On Delivery,16/06/2024 00:00,17/06/2024 00:00,No,0
ORD20366,25/03/2024 00:00,CUST1094,Kano,Kano State,P3001,Men Denim Jeans,Clothing,45,2,90,0,0,6.75,Two-Day,5,101.75,Paypal,25/03/2024 00:00,26/03/2024 00:00,No,0
ORD20367,21/10/2025 00:00,CUST1108,Kaduna,Kaduna State,P4001,Body Lotion,Health & Beauty,15,1,15,0,0,1.12,Two-Day,5,21.12,Paypal,21/10/2025 00:00,22/10/2025 00:00,No,0
ORD20368,08/12/2025 00:00,CUST1175,Lagos,Lagos State,P6001,Football,Sports,30,1,30,0,0,2.25,Two-Day,5,37.25,Credit Card,08/12/2025 00:00,09/12/2025 00:00,No,0
ORD20369,19/07/2025 00:00,CUST1111,Zaria,Kaduna State,P4001,Body Lotion,Health & Beauty,15,3,45,0.1,4.5,3.04,Standard,5,48.54,Credit Card,19/07/2025 00:00,21/07/2025 00:00,No,0
ORD20370,23/12/2024 00:00,CUST1187,Sokoto,Sokoto State,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Standard,15,27.9,Bank Transfer,23/12/2024 00:00,24/12/2024 00:00,No,0
ORD20371,16/11/2025 00:00,CUST1034,Zaria,Kaduna State,P6001,Football,Sports,30,1,30,0,0,2.25,Expedited,15,47.25,Cash On Delivery,16/11/2025 00:00,17/11/2025 00:00,No,0
ORD20372,12/12/2024 00:00,CUST1293,Kaduna,Kaduna State,P4001,Body Lotion,Health & Beauty,15,1,15,0,0,1.12,Expedited,10,26.12,Credit Card,12/12/2024 00:00,13/12/2024 00:00,No,0
ORD20373,20/01/2024 00:00,CUST1134,Kaduna,Kaduna State,P3001,Men Denim Jeans,Clothing,45,2,90,0.05,4.5,6.41,Standard,10,101.91,Cash On Delivery,20/01/2024 00:00,23/01/2024 00:00,No,0
ORD20374,15/09/2024 00:00,CUST1115,Zaria,Kaduna State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Expedited,10,225,Bank Transfer,15/09/2024 00:00,20/09/2024 00:00,No,0
